StratumID,ClassLabelID,StateClassID,Description
14390_36,A,Late1:CLS,Dense shrubland with scattered emergent canopy species. Disturbances tend to have local effects or completely eliminate a site. This Biophysical Setting occurs as a stable system.
14400_36,A,Early1:ALL,"This class represents immediately post-fire and resprouts . The vegetation is regrowing perennials as mentioned in vegetation description. Grazing may have occurred in this class due to the ""sweet"" regrowth ."
14400_36,B,Mid1:CLS,"This class is grassland with the same species mentioned in the vegetation description. Frequent replacement fire is the main distu rbance type. Without regular fire , this class will succeed to a shrubland ."
14400_36,C,Late1:CLS,"This class occurs after several missed fire cycles, when shrubs start forming. Shrub species would include honey mesquite, spiny hackberry, plateau oak, and acacia spp. Herbaceous species would be the same as in the previous class. Fire is the main disturbance type for this class. Both mixed fire and replacement fire could occu r, depending on fine fuel loads."
14420_36,A,Early1:ALL,"This class consists of early-successional plants on bare areas, often existing as dunes. This class can either be created by fire followed by heavy native grazing or wind storm events that removed vegetated dunes and caused active movement."
14420_36,B,Mid1:CLS,This class consists of late-successional grassland with little to no woody vegetation that has been recently burned. Plant species composition would be unchanged from unburned sites but of a lower stature and higher forb dominance.
14420_36,C,Mid1:OPN,"This class consists of late-succe s sional grassland that has not burned in over a year. Canopy cover and height of herbaceous vegetation is of maximum extent in ungrazed condition. After a long absence from fire , light shrub invasion of both live oak and mesquite could have occurred."
14440_41_50_51,A,Early1:ALL,"Primary successional stage after significant flooding/scouring events. This class is usually dominated by shrubs and small trees. Common canopy species include Alnus  incana , Cornus  sericea , Fraxinus  nigra , Populus balsamifera , and sometimes Abies  balsamea ."
14440_41_50_51,B,Mid1:OPN,Young forests after trees have become established and dominate most areas. Limited canopy diversity. Dominant trees are Populus balsamifera and Fraxinus  nigra .
14440_41_50_51,C,Mid1:CLS,Mature forests subject to moderately frequent long-term flooding. Dominant species are Fraxinus  nigra and Populus balsamifera .
14440_41_50_51,D,Late1:CLS,"Forests in the floodplain that are very rarely subject to significant flooding. Diversity increases and mesic species increase in importance. Dominant species include Abies  balsamea , Acer rubrum , Populus balsamifera , Picea  mariana , and Pinus strobus ."
14450_56,A,Early1:ALL,Pond cypress savanna where medium to high intensity fire in combination with winter El NiÃ±o/La NiÃ±a Southern Oscillation (ENSO) related drought has killed pond cypress trees.
14450_56,B,Mid1:CLS,"C haracterized by a pond cypress savanna where a lack of fire has led to hardwood encroachment in the understory, and a decline in the herbaceous graminoid groundcover."
14450_56,C,Mid1:OPN,"Pond cypress savanna in which low intensity fire in combination with winter ENSO (El Nino/la nina ) related drought has maintained an open pond cypress savanna with a low density, low diversity herbaceous graminoid groundcover."
14460_56,A,Early1:ALL,"Class includes seedlings, saplings and poles of south Florida slash pine.  The dominant lifeform in this class is most likely wiregrass or other herbaceous vegetation. Individual tree gaps and clusters of dead or downed individuals are interspersed throughout the landscape. These are the result of mortality from wind or lightning. Under typical conditions, the vegetation will recover sufficiently to burn again within two years, and will burn vigorously three years post fire. Replacement fires that kill the pine regeneration may occur in t he landscape . Hurricanes regularly impact slash pine communities. In this early post-replacement phase some tree mortality may occur from flooding or wind, however, this is not expected to return this class to the early post-replacement condition."
14460_56,B,Mid1:CLS,"Class is characterized by a shift towards a shrub dominated community, usually by saw palmetto, gallberry , ericaceous shrubs or various oak species. In the young stages of this class, wiregrass may still remain abundant. However, as the shrubs increase in cover, wiregrass and other forbs will disappear. W ithout fire or other disturbances, class becomes a dense, shrub dominated community with an overstory of slash pines. Fires may occur less frequently due to the decline in fine fuel, however, they are typically intense when they occur, particularly in dense saw palmetto. Replacement fires may occur and kill the pine overstory, returning the site to the early post-replacement phase. Mixed fires occurring in this class may reduce the stature of the shrub understory and kill some of the overstory trees, resulting in a more open stand. However, the shrubs will quickly resprout from basal shoots. Hurricanes may impact by reducing the pine overstory and shrub understory."
14460_56,C,Mid1:OPN,"Class is characterized by an open stand of slash pine with an understory dominated by wiregrass. Numerous other grasses and forbs are present in the understory. The dominant lifeform in this class remains wiregrass and other herbaceous vegetation. Shrubs, where present, are generally short in stature due to the frequent fire."
14460_56,D,Late1:OPN,"Class is characterized by an open stand of slash pine with an understory dominated by wiregrass. Numerous other grasses and forbs are present in the understory. The dominant lifeform in this class remains wiregrass and other herbaceous vegetation. Shrubs, where present, are generally short in stature due to the frequent fire."
14460_56,E,Late1:CLS,"Class contains a dense understory of shrubs, particularly saw palmetto, with very little herbaceous vegetation in the ground cover. The shrub layer generally remains dominant. In the absence of fire for long periods of time, oaks or other hardwoods will capture the canopy and only remnant pines will remain. In this condition, the overstory becomes so dense that the shrubs begin to disappear."
14470_56,A,Early1:ALL,"The early post replacement class includes seedlin g and sapling size pond cypress that have resprouted post disturbance ( ususally fire). This class generally occurs in a band around the outer perimeter of the cypress dome. The width of this band may vary depending on suitable conditions for cypress seed germination and fire. Under suitable conditions and in the absence of a killing fire, this band of seedling or sapling size cypress may expand outward into the adjacent wet prairie or marsh community. Following a severe fire, trees around the outer perimeter will be killed. Cypress in the remaining protected portions of the dome provide seeds to re-colonize the area. Understory vegetation may include a mix of those found in the interior of the cypress dome and those found in the adjacent wet prairie, marsh or pine flatwoods/savanna systems. In higher fire environments, grasses and sedges tend to predominate. This portion of the cypress dome may be affected by fire almost as frequently as the surrounding pine flatwoods/savannah systems. Surface and replacement fires may occur. Hurricanes have a minimal impact on this age class, and drought conditions may reduce the percent cover by cypress and allow encroachment of more mesic species from the surrounding pine communities."
14470_56,B,Mid1:CLS,"Class represents the mid-development closed condition. In cypress domes, closed refers to the structure and physiognomy of the understory vegetation and the level of encroachment of hardwoods into the canopy. This class is characterize d by cypress trees with a significant component of hardwood trees, pines, mid-story trees and shrubs that have established in the absence of fire. This class typically contains an abundance of larger woody shrubs such as wax myrtle, coco plum and fetterbush, and understory trees such as swamp bay and sweet bay that have established in the absence of fire. Ground cover vegetation may include ferns and other species. A single surface fire would not significantly affect the composition and structure of this class. Repeated surface fires can remove the hardwood component and return the class to an open condition. This is si mulated in the model by repeated su rface fires . Replacement fi res, occurring during extended drought periods, would result in consumption of the accumulated peat and mortality of the trees. This would return the system to the early post replacement class."
14470_56,C,Mid1:OPN,"Class represents the mid-development open condition. In cypress domes, open refers to the structure and physiognomy of the understory vegetation and the level of encroachment of hardwoods into the canopy. Class is characterized by a canopy composed almost exclusively of pond cypress. Hardwoods may occur. Shrubs and mid-canopy species such as coco plum and swamp bay occur occasionally, but do not represent a significant component of the system. Ground cover vegetation may be sparse to locally abundant, depending on light availability, and may include ferns, panic grasses, beakrushes and other sedges. In some systems, sphagnum mosses are the predominant ground cover. The outer edges of the class may receive a surface fire . Fire frequency generally declines towards the center of the dome and surface fires may only reach the in terior portions occasionally . Replacement f ires occur once a century or so . This event occurs during extended drought periods, and results in consumption of the organic material and mortality of many of the trees, returning the class to an early post replacement condition."
14470_56,D,Late1:OPN,"Class represents the late development open condition. In cypress domes, open refers to the structure and physiognomy of the understory vegetation and the level of encroachment of hardwoods into the canopy. This class occurs in the central portion of the dome on deeper organic soils. Class is characterized by a canopy composed almost exclusively of pond cypress. Hardwoods may occur. Shrubs and mid-canopy species such as wax myrtle, red maple and swamp bay occur occasionally, but do not represent a significant component of the system. Ground cover vegetation may be sparse to locally abundant, depending on light availability, and may include ferns, panic grasses, beakrushes , and other sedges. In some systems, sphagnum mosses are the predominant ground cover. Surface fires may reach the interior portions of the dome . Replacement f ires occur about every century or more . Replacement fires occur during extended drought periods, and result in consumption of the organic material and mortality of many of the trees, returning the class to an early post replacement condition. In some circumstances this can appear to create a hole in the donut effect where the outer bands of trees remain intact and the center portion returns to the early post-replacement class."
14470_56,E,Late1:CLS,"Class represents the late development closed condition. In cypress domes, closed refers to the structure and physiognomy of the understory vegetation and the level of encroachment of hardwoods into the canopy. This class occurs in the central portion of the dome on deeper organic soils. Class is characterized by a mixed canopy of pond cypress and hardwoods including swamp bay, sweet bay, loblolly bay and others. Mid-canopy trees, shrubs and ground cover vegetation may be sparse to locally abundant, depending on light availability. Species include wax myrtle, coco plum, ferns, panic grasses, beakrushes , and other sedges. In some representatives, sphagnum mosses are the predominant ground cover. A single surface fire would not significantly affect the composition and structure of this class. Repeated surface fires can remove the hardwood component and return the class to an open condition. This is simulated in the model by a surface fire occurring at a low probability but it represent s repeated surface fires . Replacement fi res, occurring during extended drought periods, would result in consumption of the accumulated peat and mortality of the trees. This would return the system to the early post replacement class if a seed source is available. In some circumstances this can appear to create a hole in the donut effect where the outer bands of trees remain intact and the center portion returns to the early post-replacement class. Severe fires may also initiate a transition to a different type of system such as marsh or shrub dominated swamp."
14490_58_60,A,Early1:ALL,"P ost replacement stage with canopy gaps, mostly single tree to quarter acre in size, of pine regeneration. The native ground cover is dominated by wiregrass and other grasses, small statured shrubs, and forbs. Subject to ice damage in the northern part of model zone."
14490_58_60,B,Mid1:CLS,"Class is characterized as a mid-seral closed stage with patches, mostly quarter acre or less in size, of canopy pines and a substantial component of hardwoods (e.g., oaks, titi , and bays) or other pine species encroaching in the absence of fire. Older age classes potentially impacted by hurricanes."
14490_58_60,C,Mid1:OPN,"Class i s characterized by a mid-seral open condition with patches, most Â¼ acre or less in size, of canopy pines and a minimal hardwood component due to frequent fire. The ground cover is grass-dominated, generally by wiregrass. Older age classes potentially impacted by hurricanes."
14490_58_60,D,Late1:OPN,"Class is classified as a late-seral open stage with patches, most Â¼ acre or less in size, of canopy pines and a minimal component of hardwoods. The ground cover is grass-dominated, generally by wiregrass. Large crowned older trees susceptible to windthrow from hurricanes."
14490_58_60,E,Late1:CLS,"Class is characterized by a late-seral closed stage with patches of canopy pines, and a substantial component of hardwoods or pines other than longleaf in either the overstory or understory. The ground cover is shrubby or sparse. Subject to some hurricane windthrow damage."
14500_55_58,A,Early1:ALL,"Class is a post replacement stage of p ine regeneration that occurs within canopy gaps, mostly single tree to quarter acre in size or larger areas after major storms. The native ground cover is dominated by wiregrass and other grasses with interspersed saw palmetto, small statured shrubs and forbs."
14500_55_58,B,Mid1:CLS,"Class is characterized as a mid-seral closed stage with patches, mostly quarter acre or less in siz e and a substantial component of hardwoods (e.g., red maple, water oak and bays) or other pine species encr oaching in the absence of fire."
14500_55_58,C,Mid1:OPN,"Class is characterized by a mid-seral open condition with patches, most Â¼ acre or less in size, o f canopy pines a minimal hardwood component due to frequent fire. The ground cover is grass-dominated, with low shrubs, saw palmetto and forbs."
14500_55_58,D,Late1:OPN,"Class is classified as a late-seral open stage with patches, most Â¼ acre or less in s ize, of canopy pines and a minimal component of hardwoods. The ground cover is grass-dominated, but also contains low shrubs, saw palmetto, and forbs."
14500_55_58,E,Late1:CLS,Class is characterized by a late-seral closed stage with patches of canopy pines and a substantial component of hardwoods in either the overstory or midstory . The ground cover is shrubby or palmetto dominated.
14510_37_98,A,Early1:ALL,"Class A includes canopy gaps, mostly from a single tree to a quarter acre in size, with pine regeneration up to a few years old if present . The ground cover is predominantly native grasses. Longleaf regener ation cover is generally 30% or less . The higher percentages are local situations. Dominant lifeform is herbaceous. Longleaf pine present in grass stage and young saplings only. Frequent surfac e fires create opportunities for longleaf pines to escape their prolo nged juvenile stage . Fire exclusion leads to a closed state , an â€œ alternate succession â€ pathway associated with increased cover of fire-sensitive woody species."
14510_37_98,B,Mid1:CLS,"Class B is the closed ""shrub/woody encroachment box"" with infrequent fire. Tree encroachment will follow , with continued fire exclusion over time. (This class includes bayheads that are found along streams and are naturally wet enough to exclude fire.)  Replacement fires occur , and mixed fires will open the stand ."
14510_37_98,C,Mid1:OPN,"Class C is characterized by patches, most a quarter acre or less, of canopy pines. Frequent surface fires in the herbaceous layer maintain this class . Rare replacement fires do occur ."
14510_37_98,D,Late1:OPN,"Class D includes canopy pines. The ground cover is dominated by grasses. The pine canopy is relatively open . Frequen t surface fire s in the herbaceous layer maintai n this class. This system will move to  a closed state w ith lack of fire. Rare replacement fires occur, and rare  s evere wind/  weathe r events can also move the system back to a regeneration state ."
14510_37_98,E,Late1:CLS,"Class E includes patches, most a quarter acre or le ss, with canopy pines . The ground cover consists of pine litter with sparse grasses and herbs. The shrub layer and lower midstory consist  of dense to moderately open shrub thickets and sapling trees. Common species in this layer are Pinus taeda (loblolly pine), Nyssa sylvatica (black gum), sweet gum, Acer rubrum (red maple), Q. falcata (southern red oak), Q. Nigra (water oak), Q. laurifolia (laurel oak), Q. Stellata (post oak), Ilex vomitoria (yaupon), Morella cerifera (wax myrtle), etc. The overstory consists of longleaf with emerging loblolly, water oak , and sweetgum. Rare replacement fires and severe w ind/weather events can move this system back to a regeneration stage . Mixed fires occur and will open the forest ."
14520_58_60,A,Early1:ALL,"Class describes a grass/sedge/herb dominated pocosin that is presently found only in small patches. Historically these patches would have been extensive and dominated by cane ( Arundinaria gigantea ssp. tecta ) on shallower and more fertile soils (i.e. canebreaks ) or sedge ( Carex  striata ( walteriana ) and Andropogon  glomeratus ) on ombotrophic deep peat (over 1.5m peat depth, low pocosin ). Chain fern ( Woodwardia viginiana ) would have dominated with a few early successional evergreen pocosin shrubs ( Chamaedaphne [ Cassandra ] calyculata ) and Zenobia pulverulenta appearing. Sarracenia flava , Andropogon  glomeratus , Sphagnum spp ., and Vaccinium macrocarpon . Grasses, sedges, ferns and forbs dominate over shrubs ( Chameadaphne and Zenobia ). Fires would have maintained the herbaceous stage and prevent the establishment of a pine canopy. Less frequent fires allow pines to establish a canopy. Fire topkills vegetation, which quickly resprouts even if several inches of peat burn during drought conditions. Deeper peat burns create open patches of ground or open water. Very frequent prescribed burns in the low pocosins of the Croatan NF are beginning to restore this class on a small scale."
14520_58_60,B,Mid1:CLS,"Class is characterized by an increasingly dense shrub layer with herbaceous openings and scattered emergent pond pine saplings. However, shrubs are the dominant lifeform over the herbs. Fires in these shrublands have not burned frequently or a fire did not burn with sufficient intensity to prevent pond pine from beginning to establish a canopy. Bays (Magnolia, Persea and Gordonia ) are beginning to emerge towards a mid-story in the later stages of this class on shallower peat. This class establishes with higher probability and in less abundance than on shallower organic soils (Pond pine woodlands are tall pocosin types -- see Schafale and Weakley 1990). Fire return inte rvals are longer to allow shrubby fuel loads to recover to carry fire."
14520_58_60,C,Mid1:OPN,"Class is an open evergreen shrubland with an open canopy of pond pine saplings and scattered herb openings. Early succession shrubs ( Zenobia pulverulenta , Chaedaphne  calyculata ) are mixed in with herbs. Fire top-kills the shrub and herb layer, but the sparsely scattered pond pin es survive. The Upper Layer lifeform is the scattered pond pines and few hardwoods beginning to emerge as the true upper canopy. The dominant lifeform is the woody shrub. Very scattered Pond pines and a few hardwoods are beginning to emerge as the true upper layer. Fires every would maintain the vegetation in this class until the pines mature. Less frequent fire or more fertile conditions would allow more pines and bay to survive and establish a denser canopy and mid-story."
14520_58_60,D,Late1:OPN,Class describes an open canopy of pond pine over shrubs or cane (on shallower peat). The pines over shrub or deeper peat variant is frequently observed on aerials from the late 1930s (prior to effective fire suppression). This class is characterized as a two tiered shrub and canopy structure allowing individual pines emerging over the shrub layer to appear as distinct crowns. The shrub layer is out-competing future tree regeneration until the next fire occurrence. Evergreen shrubs or cane dominate.
14520_58_60,E,Late1:CLS,"Class contains 'Bay Forest' and Pond pine Woodland as described by Schafale and Weakley (1990). This class would not be found on deep peat. In bay forests, pond pine forms an open to moderately dense canopy. As the forest matures, hardwoods ( Magnolia , Persea , and Gordonia ) and later red maple and gum will dominate over pond pine which cannot recruit under shade. Pond pine woodlands are found on a thinner organic layer and a denser canopy of pond pines intermixed with scattered Bays ( Gordonia  lasianthus , Persea spp ., and Magnolia spp . ), red maple ( Acer rubrum ), swamp black gum ( Nyssa sylvatica ), Atlantic white cedar ( Chamaecyparis  thyoides ) and bald or pond cypress ( Taxodium distichum , T. ascendens ) forms. The dominant lifeform can be a mid-story of bays. With increasing age, pond pines and a few hardwoods are in the true upper layer, but do not produce a canopy closure. The shrub layer minimum height is one meter and the maximum height can exceed three meters."
14530_55_56,A,Early1:ALL,"Class is a post replacement fire stage with canopy gaps, mostly single tree to quarter acre up to one acre in size, of p ine regeneration . The native ground cover is dominated by wiregrass and other grasses, small statured shrubs, and forbs."
14530_55_56,B,Mid1:CLS,"Class i s characterized as a mid-seral closed stage with patches, mostly quarter acre or less in siz e, of canopy pines and a substantial component of hardwoods (e.g., oaks, titi and bays) or other pine species encroaching in the absence of fir e."
14530_55_56,C,Mid1:OPN,"Class is characterized by a mid-seral open condition with patches, mostly Â¼ acre to a few acres in siz e, of canopy pines and a minimal hardwood component due to frequent fire. The ground cover is grass-dom inated, generally by wiregrass."
14530_55_56,D,Late1:OPN,"Class is a late-seral open stage with patches, mostly Â¼ acre to many acres in s ize, of canopy pines and a minimal component of hardwoods. The ground cover is grass-dominated, generally by wiregrass with a significant component of saw palmetto ( Serenoa  repens )."
14530_55_56,E,Late1:CLS,Class is characterized by a late-seral closed stage with pa tches of canopy pines and a substantial component of hardwoods or pines other than longleaf in either the overstory or understory. The ground cover is shrubby or sparse. The hardwood and encroaching pine cover is >50%. Serenoa  repens may dominate the ground to lower midstory layer.
14540_55_56_99,A,Early1:ALL,"Class A is a post - replacement stage of longleaf pi ne regeneration that occurs within canopy gaps, mostly single tree to quarter acre in size or larger areas after major storms. The native ground cover consists of Ilex glabra seedlings : panic grasses, toothache grass, wiregrasses may also occur. Herbaceous species may include bog buttons, yellow-eyed grasses , and pitcher plants."
14540_55_56_99,B,Mid1:CLS,"Class A is a post - replacement stage of longleaf pi ne regeneration that occurs within canopy gaps, mostly single tree to quarter acre in size or larger areas after major storms. The native ground cover consists of Ilex glabra seedlings : panic grasses, toothache grass, wiregrasses may also occur. Herbaceous species may include bog buttons, yellow-eyed grasses , and pitcher plants."
14540_55_56_99,C,Mid1:OPN,"Class A is a post - replacement stage of longleaf pi ne regeneration that occurs within canopy gaps, mostly single tree to quarter acre in size or larger areas after major storms. The native ground cover consists of Ilex glabra seedlings : panic grasses, toothache grass, wiregrasses may also occur. Herbaceous species may include bog buttons, yellow-eyed grasses , and pitcher plants."
14540_55_56_99,D,Late1:OPN,"Class A is a post - replacement stage of longleaf pi ne regeneration that occurs within canopy gaps, mostly single tree to quarter acre in size or larger areas after major storms. The native ground cover consists of Ilex glabra seedlings : panic grasses, toothache grass, wiregrasses may also occur. Herbaceous species may include bog buttons, yellow-eyed grasses , and pitcher plants."
14540_55_56_99,E,Late1:CLS,"Class A is a post - replacement stage of longleaf pi ne regeneration that occurs within canopy gaps, mostly single tree to quarter acre in size or larger areas after major storms. The native ground cover consists of Ilex glabra seedlings : panic grasses, toothache grass, wiregrasses may also occur. Herbaceous species may include bog buttons, yellow-eyed grasses , and pitcher plants."
14550_46_99,A,Early1:ALL,"All sites, post-fire grass regrowth, with numerous forbs, pine seedlings and hardwood sprouting. Rapid canopy closure dominated by loblolly, sweetgum, tuliptree , and oaks."
14550_46_99,B,Mid1:CLS,"Dense, thick stands of loblolly pine intermixed with oaks and other hardwoods. Fuel loads moderate, with deep layers of needles on forest floor. Little herbaceous vegetation due to intense shading and thick layers of needles on forest floor."
14550_46_99,C,Mid1:OPN,"Two-layered open woodland (canopy and shrub/herbaceous) dominated by loblolly pine and oaks, with various hardwoods (oaks, red maple and black gum) present as shrubs or sprouts. Diverse ground layer composed of grasses and forbs. Ground layer becomes more diverse with as more sunlight reaches the ground layer."
14550_46_99,D,Late1:OPN,"Two-layered open woodland (canopy and herbaceous) dominated by loblolly pine and oaks, with various hardwoods (oaks, red maple and black gum) present as shrubs or sprouts. Very diverse ground layer composed of many species of grasses and forbs."
14550_46_99,E,Late1:CLS,"Dense, thick stands of mature oaks with remnant mature loblolly pine intermixed with oaks and other hardwoods. Vines, mid-canopy and shrub layer prominent. Little herbaceous vegetation due to intense shading and thick layers of needles and leaves on forest floor."
14570_47_48,A,Early1:ALL,"Regenerating stand of Post Oak ( Quercus stellata ) and Pagoda Oak or Cherrybark Oak ( Quercus pagoda ) and a lesser amount of Shagbark hickory ( Carya ovata ) with an herbaceous component of Big bluestem ( Andropogon  gerardii ) and Woodoats ( Chasmantium spp.) and perhaps Sedges ( Carex spp.). Trees are small, either young trees or stump sprouts."
14570_47_48,B,Mid1:CLS,"Young closed stand of Pagoda Oak or Cherrybark Oak ( Quercus pagoda ), Shagbark hickory ( Carya ovata ) and a lesser amount of Post Oak ( Quercus stellata ) with an herbaceous component of Woodoats ( Chasmantium spp.) and Sedges ( Carex spp.). Trees are medium sized and the stand would be dense. Some ladder fuels may be present."
14570_47_48,C,Mid1:OPN,Woodland dominated by widely spaced Post Oak ( Quercus stellata ) and Pagoda Oak or Cherrybark Oak ( Quercus pagoda ) and a lesser amount of Shagbark hickory ( Carya ovata ) over an herbaceous understory of Big bluestem ( Andropogon  gerardii ) and Woodoats ( Chasmantium spp.). Trees are medium sized.
14570_47_48,D,Late1:OPN,"Woodland dominated by widely spaced Post Oak ( Quercus stellata ) and Pagoda Oak or Cherrybark Oak ( Quercus pagoda ) and a lesser amount of Shagbark hickory ( Carya ovata ) over an herbaceous understory of Big bluestem ( Andropogon  gerardii ) and Woodoats ( Chasmantium  spp.). Trees are large, but being widely spaced and open grown, not as tall as those found in the closed forest."
14570_47_48,E,Late1:CLS,Mature to old growth forest dominated by Pagoda Oak or Cherrybark Oak ( Quercus pagoda ) and Shagbark hickory ( Carya ovata ). The canopy is closed and relatively little light reaches the forest floor which has Sedges ( Carex spp.) and Woodoats ( Chasmantium spp.). There may be downed logs and coarse woody debris on the forest floor.
14570_49,A,Early1:ALL,"Early successional stage following significant natural disturbance- typically a flood of relatively high severity or long duration, but also stand-replacing windthrow or fire. Shrub and vine cover likely increases significantly in these stands following the disturbance. Common shrubs include possumhaw ( Ilex decidua ) and green hawthorn ( Crataegus  viridis ). Common vines include poison-ivy ( Toxicodendron  radicans ). Most disturbances ( with the possible exception of fire) leave scattered living canopy trees."
14570_49,B,Mid1:ALL,"Flatwoods with partially open canopy, intermediate between savanna and closed canopy forest. Dominant trees are pin oak ( Quercus palustris ) and cherrybark oak ( Q. pagoda ), associated with red maple ( Acer rubrum ) and American elm ( Ulmus  americana ). Class structure is maintained by frequent, relatively low intensity and duration floods and occasional surface fires during dry seasons or where sites are not pro tected by natural fire breaks."
14570_49,C,Late1:CLS,"Late stage, relatively closed-canopy flatwoods dominated by pin oak ( Quercus palustris ), cherrybark oak ( Q. pagoda ), and red maple ( Acer rubrum ). American elm ( Ulmus  americana ) was likely an important component of the canopy prior to introduction of elm blight. Closed canopy may result due to lack of major disturbances that create canopy gaps, including significant flood events, wind, or fire."
14580_37_44_45_98,A,Early1:ALL,"All sites, post-fire grass regrowth, grass seedlings, forbs and hardwood sprouting. Little bluestem, panic grasses, composites, oaks, red maple and black gum. Saline barrens, glades, prairies would be included in this class."
14580_37_44_45_98,B,Mid1:CLS,"Dense, thick stands of loblolly pine poles intermixed with oaks and other hardwoods. Fuel loads high, with prominent ladder fuels and deep layers of needles on forest floor. Little herbaceous vegetation due to intense shading and thick layers of needles on forest floor."
14580_37_44_45_98,C,Mid1:OPN,"A two-layered open woodland (canopy and herbaceous) dominated by loblolly pine, with various hardwoods (oaks, red maple, black gum) present as shrubs or sprouts. Diverse ground layer composed of grasses and forbs. Ground layer becomes more diverse as more sunlight reaches the ground layer."
14580_37_44_45_98,D,Late1:OPN,"Two-layered open woodland (canopy and herbaceous) dominated by loblolly pine, with various hardwoods (oaks, red maple, black gum) present as shrubs or sprouts. Very diverse ground layer composed of many species of grasses and forbs. Shortleaf pine becomes more abundant than loblolly pine with age of stand due to longer life span and greater fire to lerance."
14580_37_44_45_98,E,Late1:CLS,"Dense, thick stands of mature loblolly pine intermixed with oaks and other hardwoods. Vines (especially Vitis  rotundifolia and Gelsemium sempervirens ) prominent. Mid canopy and shrub layer prominent. With prominent ladder fuels and deep layers of needles on forest floor. Little herbaceous vegetation due to intense shading and thick layers of needles on forest floor."
14590_58,A,Early1:ALL,"Class A is a treeless state represented by relatively small canopy gaps within cypress savannas. Some clay - based bays (depression meadows) are completely treeless for long periods of time , but it is not clear how that relates to this model. Option 1 refers to unfavorable hydrology and failure for cypress to generate. Other indicator species include Dichanthelium spp. ,  Saccharum  alopecuroidum ,  Carex  striata ,  Rhynchospora  inundata , R. tracyi ,  R. corniculata , and Scleria  muehlenbergii ."
14590_58,B,Mid1:OPN,Class B is characterized as a diverse savanna whose composition varies with flooding cycles. Characterized by a cypress savanna with cypress trees as the upper - layer lifeform over a grass/ herbaceaous layer. The herb composition will follow the hydrological cycle. Plants bank seeds when hydrology is favorable. This stage alternatively succeeds to a closed state after a long period without fire.
14590_58,C,Late2:CLS,"Class C is characterized by a pond cypress savanna where a lack of fire has led to hardwood encroachment in the understory  and a decline in the herbaceous graminoid groundcover. This class will look like dense trees or dense shrubs. This is a woody-invaded state that develops with the long absence of both fire and flooding but is naturally very rare. Other indicator species may include shrubs like Ilex amelanchier , Leucothoe racemosa , Cyrilla  racemiflora , and Lyonia lucida ."
14600_55_56_99,A,Early1:ALL,"The early post replacement class includes seedling and sapling size pond cypress that have resprouted post disturbance (usually fire). This class generally occurs in a band around the outer perimeter of the cypress dome. The width of this band may vary depending on suitable conditions for cypress seed germination and fire. Under suitable conditions and in the absence of a killing fire, this band of seedling or sapling size cypress may expand outward into the adjacent wet prairie or marsh community. Following a severe fire, trees around the outer perimeter will be killed. Cypress in the remaining protected portions of the dome provide seeds to re-colonize the area. Trees in this class are typically less than two meters tall. Understory vegetation may include a mix of those found in the interior of the cypress dome and those found in the adjacent wet prairie, marsh or pine flatwoods/savanna systems. In higher fire environments, grasses and sedges tend to predominate. This portion of the cypress dome may be affected by fire almost as frequently as the surrounding pine flatw oods/savannah systems. Hurricanes have a minimal impact on this age class, and drought conditions may reduce the percent cover by cypress and allow encroachment of more mesic species from the surrounding pine communities."
14600_55_56_99,B,Mid1:CLS,"Class represents the mid-development closed condition. In cypress domes, closed refers to the structure and physiognomy of the understory vegetation and the level of encroachment of hardwoods into the canopy. This class is characterize d by cypress trees with a significant component of hardw ood trees, pines, mid-story tree s and shrubs that have established in the absence of fire. This class typically contains an abundance of larger woody shrubs such as wax myrtle and fetterbush and understory trees such as red maple and dahoon holly that have established in the absence of fire. Ground cover vegetation may include an abundance of ferns, lizards tail, redroot and other species. A single surface fire would not significantly affect the composition and structure of this class. Repeated surface fires can remove the hardwood component and return the clas s to an open condition. Replacement fi res during extended drought periods, would result in consumption of the accumulated peat and mortality of the trees. This would return the system to the early post replacement class."
14600_55_56_99,C,Mid1:OPN,"Class represents the mid-development open condition. In cypress domes, open refers to the structure and physiognomy of the understory vegetation and the level of encroachment of h ardwoods into the canopy. Class is characterized by a canopy composed almost exclusively of pond cypress. Shrubs and mid-canopy species such as red maple and dahoon holly occur occasionally, but do not represent a significant component of the system. Ground cover vegetation may be sparse to locally abundant, depending on light availability, and may include ferns, lizards tail, red root, panic grasses, beakrushes and other sedges. In some systems, sphagnum mosses are the predominant ground cover. The outer edges may receive a surface fire often . Fire frequency generally declines towards the center of the dome and surface fires may only reach the in terior portions more rarely . Replacement f ires occur are rare . This event occurs during extended drought periods, and results in consumption of the organic material and mortality of many of the trees, returning the class to an early post replacement condition."
